AssemblyName,RelativePath,TotalLines
Flowthru.Extensions.EFCore.Npgsql,Data/Storage/EFCore/Npgsql/NpgsqlCopyStorageAdapter.cs,305
Flowthru.Misc.DataFrames.SourceGenerators,DataFrameDiagnostics.cs,115
Flowthru.Misc.DataFrames.SourceGenerators,TypedFrameExpressionAnalyzer.cs,387
Flowthru.Misc.DataFrames.SourceGenerators,TypedFrameInvocationHelper.cs,80
Flowthru.Misc.DataFrames,FrameExpressionVisitor.cs,233
Flowthru.Misc.DataFrames,FrameWindowSpec.cs,112
Flowthru.Misc.DataFrames,GroupedFrame.cs,125
Flowthru.Misc.DataFrames,IFrameQueryProvider.cs,36
Flowthru.Misc.DataFrames,IFrameTranslatorPlugin.cs,46
Flowthru.Misc.DataFrames,TypedFrame.cs,80
Flowthru.Misc.DataFrames,TypedFrameExtensions.cs,317
Flowthru.Misc.DataFrames,WindowContext.cs,116
